1,175,-80
2,175,0
3,148,-27
4,151,3
5,168,17
6,169,1
7,169,0
8,168,-1
9,167,-1
10,167,0
11,166,-1
12,164,-2
13,165,1
14,163,-2
15,163,0
16,162,-1
17,160,-2
18,160,0
19,160,0
20,159,-1
21,158,-1
22,156,-2
23,156,0
24,154,-2
25,153,-1
26,152,-1
27,150,-2
28,150,0
29,148,-2
30,147,-1
31,145,-2
32,147,2
33,141,-6
34,139,-2
35,137,-2
36,137,0
37,135,-2
38,133,-2
39,132,-1
40,131,-1
41,125,-6
42,128,3
43,122,-6
44,121,-1
45,120,-1
46,120,0
47,121,1
48,122,1
49,120,-2
50,121,1
